id_garantie,numero_garantie,id_contrat,type_garantie,valeur,date_affectation
431,GAR_000431,449,Aval,3315290.78,2017-11-14
432,GAR_000432,449,Nantissement,4431895.13,2017-11-13
433,GAR_000433,450,Nantissement,1785219.08,2021-06-04
434,GAR_000434,450,Garantie sur matériel,1331593.44,2021-06-03
435,GAR_000435,451,Hypothèque,6385985.25,2024-06-08
436,GAR_000436,452,Garantie Tamwilcom,203128.45,2024-04-04
437,GAR_000437,453,Garantie Tamwilcom,308647.99,2024-08-20
438,GAR_000438,454,Caution personnelle,93686.41,2024-11-26
439,GAR_000439,455,Garantie Tamwilcom,84766.08,2024-07-19
440,GAR_000440,456,Garantie sur matériel,7556474.07,2024-08-07
441,GAR_000441,459,Caution personnelle,626547.65,2024-05-06
442,GAR_000442,460,Caution bancaire,3365239.86,2024-11-22
443,GAR_000443,461,Hypothèque,9032281.69,2015-09-27
444,GAR_000444,462,Garantie Tamwilcom,1817015.08,2025-01-04
445,GAR_000445,463,Garantie Tamwilcom,503837.81,2024-12-05
446,GAR_000446,464,Caution personnelle,209908.47,2024-03-16
447,GAR_000447,466,Caution personnelle,905526.85,2024-04-07
448,GAR_000448,468,Garantie Tamwilcom,4450398.17,2024-05-15
449,GAR_000449,472,Garantie Tamwilcom,331084.86,2024-10-21
450,GAR_000450,473,Nantissement,3938507.71,2021-07-29
451,GAR_000451,474,Garantie sur matériel,6565698.55,2024-08-15
452,GAR_000452,475,Caution personnelle,54178.13,2024-11-03
453,GAR_000453,477,Caution personnelle,193391.18,2024-09-06
454,GAR_000454,478,Nantissement,1383106.54,2024-12-02
455,GAR_000455,478,Hypothèque,1626694.91,2024-12-08
456,GAR_000456,479,Nantissement,26148.34,2024-11-30
457,GAR_000457,480,Garantie Tamwilcom,184782.5,2024-09-12
458,GAR_000458,481,Caution personnelle,752685.07,2024-04-11
459,GAR_000459,482,Garantie Tamwilcom,144188.77,2024-04-07
460,GAR_000460,484,Garantie sur matériel,1013490.47,2022-11-11
461,GAR_000461,484,Caution bancaire,1081482.67,2022-11-14
462,GAR_000462,486,Garantie Tamwilcom,32240.32,2024-07-07
463,GAR_000463,487,Caution bancaire,10915051.11,2022-05-11
464,GAR_000464,488,Garantie sur matériel,7080335.81,2024-08-22
465,GAR_000465,490,Caution bancaire,326344.95,2024-10-21
466,GAR_000466,492,Garantie Tamwilcom,52777.22,2024-09-12
467,GAR_000467,494,Garantie Tamwilcom,387721.41,2024-12-07
468,GAR_000468,494,Garantie sur matériel,263135.81,2024-12-07
469,GAR_000469,495,Garantie sur matériel,706359.03,2024-12-10
470,GAR_000470,496,Garantie sur fonds de commerce,5481769.39,2024-10-10
471,GAR_000471,496,Nantissement,5543397.05,2024-10-12
472,GAR_000472,496,Hypothèque,5202942.67,2024-10-09
473,GAR_000473,497,Garantie Tamwilcom,2512345.39,2024-10-26
474,GAR_000474,500,Caution personnelle,217584.92,2024-05-22
475,GAR_000475,502,Garantie sur fonds de commerce,4612788.72,2023-12-09
476,GAR_000476,502,Garantie de l'État,3030968.56,2023-12-16
477,GAR_000477,503,Caution personnelle,174977.4,2024-10-09
478,GAR_000478,504,Garantie sur matériel,684714.7,2024-08-27
479,GAR_000479,505,Caution bancaire,651969.11,2024-04-19
480,GAR_000480,505,Garantie sur matériel,620854.01,2024-04-21
481,GAR_000481,506,Aval,6104677.69,2024-05-12
482,GAR_000482,506,Garantie sur fonds de commerce,9947130.09,2024-05-16
483,GAR_000483,508,Garantie sur matériel,9587666.82,2021-03-05
484,GAR_000484,509,Garantie Tamwilcom,1585261.75,2024-10-23
485,GAR_000485,509,Nantissement,2109471.04,2024-10-24
486,GAR_000486,512,Garantie Tamwilcom,74441.16,2024-11-29
487,GAR_000487,513,Garantie Tamwilcom,761171.4,2024-06-28
488,GAR_000488,514,Caution personnelle,397780.45,2024-08-10
489,GAR_000489,516,Garantie Tamwilcom,255125.18,2024-08-07
490,GAR_000490,517,Caution bancaire,1376703.02,2024-07-09
491,GAR_000491,518,Nantissement,8746714.93,2023-10-12
492,GAR_000492,519,Hypothèque,1534990.09,2021-02-16
493,GAR_000493,520,Garantie sur matériel,3857335.38,2024-10-22
494,GAR_000494,521,Garantie Tamwilcom,46098.28,2023-03-15
495,GAR_000495,522,Hypothèque,14574962.07,2023-03-09
496,GAR_000496,525,Nantissement,6479928.21,2021-06-09
497,GAR_000497,526,Garantie Tamwilcom,123622.42,2024-09-19
498,GAR_000498,527,Garantie Tamwilcom,405078.83,2024-11-22
499,GAR_000499,529,Garantie de l'État,2026377.81,2024-12-14
500,GAR_000500,530,Hypothèque,18929354.35,2022-08-14
501,GAR_000501,532,Nantissement,7090221.57,2024-03-09
502,GAR_000502,532,Hypothèque,6362257.08,2024-03-11
503,GAR_000503,533,Hypothèque,15345313.62,2019-03-06
504,GAR_000504,534,Garantie Tamwilcom,46577.01,2024-10-13
505,GAR_000505,536,Caution bancaire,1704657.86,2023-02-07
506,GAR_000506,536,Garantie sur matériel,2095055.05,2023-02-14
507,GAR_000507,537,Aval,8263575.26,2020-05-22
508,GAR_000508,537,Garantie sur créances,7884498.1,2020-05-21
509,GAR_000509,537,Garantie sur fonds de commerce,14312048.22,2020-05-18
510,GAR_000510,539,Nantissement,18521159.53,2018-08-20
511,GAR_000511,539,Garantie sur créances,9493859.19,2018-08-18
512,GAR_000512,541,Garantie Tamwilcom,1841108.94,2024-08-16
513,GAR_000513,542,Hypothèque,980527.38,2024-08-11
514,GAR_000514,542,Garantie sur matériel,843987.55,2024-08-15
515,GAR_000515,544,Hypothèque,5241218.8,2021-12-11
516,GAR_000516,544,Garantie sur matériel,2817319.54,2021-12-12
517,GAR_000517,545,Caution personnelle,127854.86,2024-09-06
518,GAR_000518,546,Garantie Tamwilcom,475815.13,2023-12-06
519,GAR_000519,547,Nantissement,3532468.28,2024-09-30
520,GAR_000520,548,Hypothèque,10419399.14,2017-10-28
521,GAR_000521,549,Garantie sur fonds de commerce,9405484.04,2024-08-11
522,GAR_000522,550,Nantissement,38802658.45,2020-07-14
523,GAR_000523,552,Garantie Tamwilcom,765673.01,2024-01-04
524,GAR_000524,552,Hypothèque,1272832.05,2023-12-30
525,GAR_000525,553,Caution bancaire,6608600.84,2020-08-01
526,GAR_000526,554,Nantissement,16206507.28,2024-08-10
527,GAR_000527,558,Garantie Tamwilcom,244013.88,2024-06-16
528,GAR_000528,560,Garantie Tamwilcom,406279.72,2022-04-27
529,GAR_000529,561,Garantie Tamwilcom,89446.39,2024-09-05
530,GAR_000530,562,Nantissement,12121641.28,2020-11-28
531,GAR_000531,563,Hypothèque,6633220.87,2024-07-22
532,GAR_000532,563,Nantissement,8012832.02,2024-07-17
533,GAR_000533,564,Garantie sur matériel,2994020.39,2024-10-20
534,GAR_000534,565,Nantissement,3124845.28,2024-12-17
535,GAR_000535,565,Caution bancaire,2323254.03,2024-12-15
536,GAR_000536,567,Caution personnelle,359234.67,2024-04-11
537,GAR_000537,568,Garantie sur matériel,4705880.78,2020-01-22
538,GAR_000538,570,Caution bancaire,9500280.57,2020-09-22
539,GAR_000539,571,Hypothèque,742775.27,2021-11-04
540,GAR_000540,572,Aval,27730824.67,2024-11-29
541,GAR_000541,573,Garantie Tamwilcom,284842.66,2024-11-16
542,GAR_000542,574,Garantie Tamwilcom,7610776.23,2023-11-06
543,GAR_000543,575,Hypothèque,8963716.3,2024-09-23
544,GAR_000544,576,Garantie Tamwilcom,13384824.41,2024-01-13
545,GAR_000545,578,Garantie Tamwilcom,273990.04,2024-08-26
546,GAR_000546,579,Caution bancaire,753401.99,2024-12-09
547,GAR_000547,580,Garantie Tamwilcom,45413.13,2024-12-12
548,GAR_000548,581,Hypothèque,272174.59,2024-12-18
549,GAR_000549,582,Garantie sur matériel,987101.98,2024-05-20
550,GAR_000550,584,Caution bancaire,5891512.27,2023-04-15
551,GAR_000551,586,Caution personnelle,669727.36,2024-12-26
552,GAR_000552,587,Caution bancaire,3592785.37,2019-12-14
553,GAR_000553,587,Nantissement,5329072.01,2019-12-12
554,GAR_000554,588,Garantie sur matériel,366543.86,2024-03-19
555,GAR_000555,589,Caution bancaire,4429024.4,2024-06-12
556,GAR_000556,590,Nantissement,18888836.14,2017-12-28
557,GAR_000557,591,Garantie sur matériel,7566545.28,2025-01-02
558,GAR_000558,592,Caution personnelle,516142.39,2024-06-19
559,GAR_000559,593,Caution personnelle,74889.64,2024-09-05
560,GAR_000560,594,Caution bancaire,1341265.16,2024-12-20
561,GAR_000561,595,Caution bancaire,1060239.79,2024-09-22
562,GAR_000562,596,Caution personnelle,20257.72,2024-11-04
563,GAR_000563,597,Hypothèque,471062.03,2024-08-07
564,GAR_000564,598,Caution personnelle,328469.14,2024-10-07
565,GAR_000565,599,Garantie Tamwilcom,836403.88,2022-11-12
566,GAR_000566,600,Caution personnelle,241295.68,2024-11-25
567,GAR_000567,601,Nantissement,5816342.01,2024-08-28
568,GAR_000568,602,Hypothèque,1454542.99,2024-03-26
569,GAR_000569,604,Caution bancaire,1306704.41,2024-10-29
570,GAR_000570,605,Aval,16347549.57,2022-06-10
571,GAR_000571,607,Caution bancaire,199664.61,2024-12-14
572,GAR_000572,607,Hypothèque,293572.12,2024-12-09
573,GAR_000573,608,Garantie sur fonds de commerce,4106164.74,2024-10-29
574,GAR_000574,611,Hypothèque,3382887.53,2024-11-19
575,GAR_000575,612,Garantie Tamwilcom,2371740.24,2021-04-02
576,GAR_000576,614,Caution personnelle,396025.0,2024-10-08
577,GAR_000577,615,Garantie Tamwilcom,1480945.45,2023-08-26
578,GAR_000578,615,Nantissement,2341347.91,2023-08-26
579,GAR_000579,616,Hypothèque,1196833.5,2024-03-10
580,GAR_000580,618,Garantie Tamwilcom,222268.14,2024-12-13
581,GAR_000581,619,Caution bancaire,1927984.03,2024-10-16
582,GAR_000582,621,Garantie Tamwilcom,85604.96,2024-04-10
583,GAR_000583,623,Garantie Tamwilcom,129451.37,2024-08-14
584,GAR_000584,626,Garantie Tamwilcom,593059.98,2023-08-02
585,GAR_000585,627,Garantie sur fonds de commerce,10251767.5,2023-08-07
586,GAR_000586,628,Garantie Tamwilcom,763942.08,2024-11-08
587,GAR_000587,630,Nantissement,878689.44,2024-07-28
588,GAR_000588,631,Caution bancaire,2945321.27,2024-07-26
589,GAR_000589,631,Garantie sur matériel,2820511.58,2024-07-22
590,GAR_000590,632,Garantie Tamwilcom,300532.63,2024-09-26
591,GAR_000591,633,Garantie sur créances,263591.92,2024-08-15
592,GAR_000592,633,Hypothèque,430339.46,2024-08-13
593,GAR_000593,634,Caution personnelle,694186.25,2024-06-11
594,GAR_000594,635,Caution bancaire,2379361.53,2024-10-10
595,GAR_000595,635,Garantie Tamwilcom,2733811.55,2024-10-12
596,GAR_000596,637,Garantie Tamwilcom,685943.64,2024-11-04
597,GAR_000597,638,Garantie Tamwilcom,643631.33,2024-11-06
598,GAR_000598,639,Garantie sur matériel,666431.68,2024-05-08
599,GAR_000599,640,Caution personnelle,131289.64,2024-09-26
600,GAR_000600,641,Hypothèque,560592.42,2024-12-11
601,GAR_000601,643,Nantissement,1990957.22,2023-05-03
602,GAR_000602,644,Caution bancaire,11799636.88,2023-02-03
603,GAR_000603,645,Caution personnelle,194313.22,2024-02-11
604,GAR_000604,646,Garantie Tamwilcom,226810.19,2024-10-06
605,GAR_000605,649,Caution bancaire,1756796.84,2020-06-24
606,GAR_000606,650,Nantissement,713729.94,2024-06-17
607,GAR_000607,651,Garantie Tamwilcom,7587755.77,2024-03-03
608,GAR_000608,652,Garantie Tamwilcom,3011525.67,2017-08-27
609,GAR_000609,653,Caution bancaire,13532995.04,2023-01-08
610,GAR_000610,654,Garantie sur matériel,3208176.17,2022-09-16
611,GAR_000611,655,Garantie Tamwilcom,104693.01,2023-10-22
612,GAR_000612,656,Caution bancaire,9279236.32,2018-01-10
613,GAR_000613,657,Garantie sur créances,379538.02,2024-04-28
614,GAR_000614,658,Nantissement,809365.13,2024-10-02
615,GAR_000615,658,Aval,633628.99,2024-09-30
616,GAR_000616,659,Garantie sur matériel,6810109.39,2022-12-26
617,GAR_000617,660,Caution personnelle,537173.51,2024-03-19
618,GAR_000618,661,Caution personnelle,312878.97,2023-07-26
619,GAR_000619,663,Caution personnelle,281753.02,2024-11-11
620,GAR_000620,665,Garantie Tamwilcom,363053.92,2024-08-04
621,GAR_000621,666,Caution personnelle,714787.92,2024-07-12
622,GAR_000622,670,Garantie Tamwilcom,307033.47,2024-05-27
623,GAR_000623,671,Nantissement,2107596.58,2016-06-21
624,GAR_000624,671,Nantissement,2527245.36,2016-06-16
625,GAR_000625,672,Garantie Tamwilcom,479081.33,2023-09-12
626,GAR_000626,673,Garantie Tamwilcom,334196.41,2024-07-19
627,GAR_000627,675,Garantie Tamwilcom,157699.63,2024-08-03
628,GAR_000628,676,Caution bancaire,2659471.22,2023-03-01
629,GAR_000629,676,Hypothèque,4655147.64,2023-03-01
630,GAR_000630,677,Caution bancaire,883456.9,2024-06-18
631,GAR_000631,679,Caution bancaire,1403446.98,2023-05-29
632,GAR_000632,681,Nantissement,8593765.02,2018-08-09
633,GAR_000633,682,Garantie sur matériel,11078475.46,2021-05-22
634,GAR_000634,684,Caution bancaire,10042796.03,2024-11-20
635,GAR_000635,686,Garantie sur créances,251450.8,2019-12-19
636,GAR_000636,686,Garantie sur fonds de commerce,400056.82,2019-12-19
637,GAR_000637,686,Garantie sur créances,239699.05,2019-12-20
638,GAR_000638,687,Garantie Tamwilcom,10992484.96,2018-05-31
639,GAR_000639,688,Garantie Tamwilcom,118860.73,2024-09-07
640,GAR_000640,690,Garantie Tamwilcom,9379228.31,2024-06-14
641,GAR_000641,691,Caution personnelle,200693.16,2024-10-11
642,GAR_000642,692,Hypothèque,2442705.53,2024-05-30
643,GAR_000643,693,Garantie Tamwilcom,131784.33,2024-07-26
644,GAR_000644,695,Garantie Tamwilcom,173128.81,2023-10-16
645,GAR_000645,696,Garantie Tamwilcom,358393.58,2024-08-05
646,GAR_000646,697,Garantie Tamwilcom,1277704.33,2024-11-10
647,GAR_000647,698,Caution bancaire,8607444.94,2023-12-29
648,GAR_000648,700,Hypothèque,14925472.77,2024-12-30
649,GAR_000649,702,Garantie Tamwilcom,6795000.5,2024-08-30
650,GAR_000650,703,Caution personnelle,321313.22,2023-09-10
651,GAR_000651,704,Hypothèque,1372283.06,2022-03-02
652,GAR_000652,704,Hypothèque,1270879.14,2022-03-02
653,GAR_000653,705,Hypothèque,1380630.56,2024-05-25
654,GAR_000654,705,Garantie sur matériel,686720.4,2024-05-30
655,GAR_000655,706,Garantie Tamwilcom,364849.93,2024-09-26
656,GAR_000656,707,Garantie Tamwilcom,228571.21,2024-08-31
657,GAR_000657,708,Garantie sur créances,11693954.51,2024-11-10
658,GAR_000658,708,Garantie de l'État,15656758.45,2024-11-08
659,GAR_000659,708,Hypothèque,19431011.71,2024-11-07
660,GAR_000660,709,Garantie Tamwilcom,75802.13,2024-11-25
661,GAR_000661,709,Hypothèque,145486.65,2024-11-29
662,GAR_000662,710,Garantie Tamwilcom,355261.07,2024-09-20
663,GAR_000663,711,Garantie sur matériel,8581977.49,2024-09-17
664,GAR_000664,712,Hypothèque,9306046.85,2023-01-20
665,GAR_000665,714,Garantie Tamwilcom,8460429.63,2024-11-14
666,GAR_000666,715,Garantie Tamwilcom,15162.02,2024-12-22
667,GAR_000667,716,Garantie Tamwilcom,7241841.26,2024-11-26
668,GAR_000668,717,Nantissement,2898162.89,2018-07-07
669,GAR_000669,718,Nantissement,7798542.54,2024-10-09
670,GAR_000670,718,Garantie de l'État,4859304.65,2024-10-10
671,GAR_000671,718,Garantie de l'État,4557082.96,2024-10-13
672,GAR_000672,719,Garantie Tamwilcom,8403610.56,2023-02-12
673,GAR_000673,721,Nantissement,8913229.49,2024-10-03
674,GAR_000674,722,Nantissement,9908780.38,2024-05-27
675,GAR_000675,722,Garantie sur fonds de commerce,11064961.75,2024-06-02
676,GAR_000676,722,Aval,8887392.96,2024-05-28
677,GAR_000677,723,Aval,3340952.45,2020-01-07
678,GAR_000678,724,Garantie sur matériel,3226742.11,2021-07-09
679,GAR_000679,725,Caution bancaire,178055.77,2024-11-25
680,GAR_000680,725,Caution bancaire,208239.67,2024-11-21
681,GAR_000681,726,Nantissement,16452073.85,2024-12-12
682,GAR_000682,727,Garantie sur fonds de commerce,36961465.74,2024-05-13
683,GAR_000683,730,Caution personnelle,506026.27,2024-11-13
684,GAR_000684,731,Caution personnelle,73601.11,2024-11-10
685,GAR_000685,732,Garantie sur matériel,11168352.59,2023-09-22
686,GAR_000686,733,Garantie sur matériel,2905450.41,2024-05-19
687,GAR_000687,734,Hypothèque,32206462.46,2022-08-16
688,GAR_000688,735,Garantie Tamwilcom,9080604.68,2021-07-31
689,GAR_000689,736,Garantie Tamwilcom,238137.58,2022-11-13
690,GAR_000690,737,Aval,6005724.58,2024-09-15
691,GAR_000691,737,Hypothèque,9924246.56,2024-09-19
692,GAR_000692,738,Hypothèque,734265.14,2022-09-26
693,GAR_000693,739,Garantie Tamwilcom,442612.28,2024-05-06
694,GAR_000694,740,Aval,15484679.69,2024-04-21
695,GAR_000695,741,Hypothèque,1479905.58,2022-10-20
696,GAR_000696,742,Garantie sur matériel,276167.63,2024-11-28
697,GAR_000697,743,Garantie Tamwilcom,49535.38,2024-11-06
698,GAR_000698,744,Caution bancaire,3253133.83,2024-10-13
699,GAR_000699,744,Garantie Tamwilcom,3813701.66,2024-10-08
700,GAR_000700,746,Garantie Tamwilcom,305632.94,2024-08-25
701,GAR_000701,747,Caution personnelle,139593.17,2024-09-22
702,GAR_000702,748,Caution personnelle,97836.99,2024-09-27
703,GAR_000703,749,Garantie Tamwilcom,80721.35,2024-03-25
704,GAR_000704,751,Garantie Tamwilcom,1008426.42,2024-11-24
705,GAR_000705,751,Caution bancaire,885464.84,2024-11-24
706,GAR_000706,752,Caution bancaire,13279459.55,2017-03-30
707,GAR_000707,753,Garantie sur matériel,3201391.01,2021-08-11
708,GAR_000708,754,Garantie sur matériel,2077626.26,2024-02-08
709,GAR_000709,755,Garantie Tamwilcom,2546738.48,2024-11-29
710,GAR_000710,755,Garantie sur matériel,2879363.37,2024-12-01
711,GAR_000711,756,Caution personnelle,17206.33,2024-12-10
712,GAR_000712,758,Garantie sur matériel,46550.79,2024-10-08
713,GAR_000713,758,Garantie Tamwilcom,39610.44,2024-10-11
714,GAR_000714,759,Nantissement,601555.82,2024-10-06
715,GAR_000715,759,Hypothèque,628571.38,2024-10-01
716,GAR_000716,760,Hypothèque,535976.96,2024-06-12
717,GAR_000717,760,Hypothèque,548575.51,2024-06-15
718,GAR_000718,761,Garantie Tamwilcom,87053.58,2024-11-21
719,GAR_000719,762,Caution personnelle,50208.49,2024-12-19
720,GAR_000720,764,Nantissement,22431441.58,2023-04-11
721,GAR_000721,766,Hypothèque,2079971.01,2024-08-23
722,GAR_000722,768,Nantissement,12188092.55,2018-10-08
723,GAR_000723,770,Garantie sur matériel,1612377.94,2024-10-24
724,GAR_000724,771,Nantissement,4274124.88,2024-12-17
725,GAR_000725,771,Garantie de l'État,3325059.85,2024-12-16
726,GAR_000726,772,Nantissement,3370358.22,2024-02-24
727,GAR_000727,774,Caution personnelle,274691.71,2024-11-20
728,GAR_000728,776,Hypothèque,34640573.46,2024-11-24
729,GAR_000729,777,Nantissement,11627109.17,2021-09-06
730,GAR_000730,779,Caution personnelle,17222.69,2024-06-01
731,GAR_000731,780,Caution personnelle,129139.29,2024-11-28
732,GAR_000732,781,Garantie sur fonds de commerce,62653747.58,2020-04-18
733,GAR_000733,782,Caution personnelle,209000.7,2024-04-20
734,GAR_000734,783,Garantie Tamwilcom,220728.26,2024-08-30
735,GAR_000735,784,Garantie Tamwilcom,118844.99,2024-11-10
736,GAR_000736,785,Nantissement,733003.76,2024-11-18
737,GAR_000737,785,Caution bancaire,566645.21,2024-11-18
738,GAR_000738,786,Garantie sur matériel,5339831.09,2024-02-20
739,GAR_000739,786,Garantie sur matériel,7115483.99,2024-02-20
740,GAR_000740,787,Garantie Tamwilcom,1834520.07,2023-03-17
741,GAR_000741,787,Caution bancaire,1546522.43,2023-03-17
742,GAR_000742,788,Caution personnelle,102148.31,2024-11-19
743,GAR_000743,789,Nantissement,16351019.49,2021-08-08
744,GAR_000744,790,Nantissement,13187130.41,2021-08-21
745,GAR_000745,791,Hypothèque,3299069.1,2024-03-19
746,GAR_000746,791,Hypothèque,4222967.76,2024-03-17
747,GAR_000747,792,Hypothèque,2782565.02,2024-12-29
748,GAR_000748,794,Caution personnelle,60141.01,2024-11-22
749,GAR_000749,796,Garantie de l'État,23019436.27,2024-10-17
750,GAR_000750,798,Caution bancaire,1898974.1,2024-11-29
751,GAR_000751,798,Nantissement,2829776.46,2024-11-30
752,GAR_000752,800,Nantissement,754611.76,2019-12-06
753,GAR_000753,800,Hypothèque,960705.68,2019-12-11
754,GAR_000754,801,Nantissement,7182326.71,2023-10-12
755,GAR_000755,801,Garantie Tamwilcom,5110076.83,2023-10-10
756,GAR_000756,802,Garantie Tamwilcom,6509904.11,2022-05-22
757,GAR_000757,803,Hypothèque,7844093.16,2024-07-15
758,GAR_000758,804,Caution bancaire,448683.96,2024-12-03
759,GAR_000759,805,Caution personnelle,158057.47,2024-08-23
760,GAR_000760,806,Caution personnelle,273206.98,2023-11-11
761,GAR_000761,807,Garantie Tamwilcom,316425.62,2024-12-04
762,GAR_000762,808,Nantissement,10222963.03,2023-07-18
763,GAR_000763,809,Caution personnelle,234783.25,2024-07-27
764,GAR_000764,813,Hypothèque,32117.09,2024-07-07
765,GAR_000765,813,Nantissement,28758.8,2024-07-12
766,GAR_000766,814,Garantie Tamwilcom,9562326.12,2019-09-28
767,GAR_000767,815,Garantie Tamwilcom,2405494.4,2022-02-12
768,GAR_000768,816,Garantie Tamwilcom,3829984.85,2023-05-14
769,GAR_000769,818,Nantissement,732688.37,2024-09-19
770,GAR_000770,818,Garantie sur créances,402637.96,2024-09-12
771,GAR_000771,819,Hypothèque,5366572.19,2024-09-11
772,GAR_000772,819,Garantie sur matériel,3193278.34,2024-09-12
773,GAR_000773,821,Garantie sur créances,12039371.12,2018-05-24
774,GAR_000774,822,Nantissement,5311237.59,2021-08-07
775,GAR_000775,823,Nantissement,1249260.54,2024-05-07
776,GAR_000776,823,Hypothèque,1390437.15,2024-05-04
777,GAR_000777,823,Nantissement,1155363.4,2024-05-08
778,GAR_000778,826,Garantie Tamwilcom,79994.14,2024-10-12
779,GAR_000779,827,Garantie Tamwilcom,321300.39,2024-08-13
780,GAR_000780,828,Aval,13032381.47,2020-08-30
781,GAR_000781,828,Hypothèque,16170574.7,2020-08-31
782,GAR_000782,829,Caution personnelle,277124.98,2024-10-21
783,GAR_000783,832,Garantie sur matériel,1267622.64,2024-08-28
784,GAR_000784,833,Garantie Tamwilcom,248881.56,2023-10-13
785,GAR_000785,835,Garantie sur matériel,1181534.1,2024-10-26
786,GAR_000786,837,Caution bancaire,13044340.86,2024-04-18
787,GAR_000787,838,Garantie Tamwilcom,1267904.1,2023-12-18
788,GAR_000788,840,Caution personnelle,21956.58,2024-09-09
789,GAR_000789,841,Garantie Tamwilcom,13984.62,2023-12-25
790,GAR_000790,842,Nantissement,4024157.44,2024-10-06
791,GAR_000791,843,Caution personnelle,181042.38,2024-12-17
792,GAR_000792,844,Garantie Tamwilcom,123740.99,2024-12-18
793,GAR_000793,845,Garantie sur matériel,712581.5,2024-11-11
794,GAR_000794,845,Nantissement,1104798.99,2024-11-13
795,GAR_000795,846,Aval,5941792.94,2022-09-25
796,GAR_000796,846,Aval,5198845.79,2022-09-24
797,GAR_000797,846,Aval,5469723.09,2022-09-25
798,GAR_000798,847,Caution personnelle,107459.79,2024-12-05
799,GAR_000799,848,Garantie Tamwilcom,803015.03,2024-11-24
800,GAR_000800,850,Caution bancaire,9221430.31,2024-10-04
801,GAR_000801,851,Garantie de l'État,12634584.51,2024-02-12
802,GAR_000802,852,Caution bancaire,4019479.99,2023-05-03
803,GAR_000803,852,Garantie sur matériel,3218728.6,2023-05-08
804,GAR_000804,855,Caution personnelle,59224.36,2024-12-26
805,GAR_000805,857,Garantie Tamwilcom,398239.98,2024-06-21
806,GAR_000806,858,Caution bancaire,4006402.06,2024-06-25
807,GAR_000807,858,Hypothèque,6031574.97,2024-06-24
808,GAR_000808,859,Garantie sur matériel,5368644.77,2024-11-29
809,GAR_000809,860,Garantie de l'État,4737822.37,2020-06-01
810,GAR_000810,860,Aval,3950606.12,2020-06-03
